S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr. ,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %,Sales Rs.Cr.,OPM %,PAT 12M Rs.Cr.,PAT Qtr Rs.Cr.,CMP / BV,ROA 12M %,Ind PE
1113,H D F C,2349.9,427054.53,1.28,5574.01,5.3,23183.42,-25.19,8.6,128118.56,37.43,22862.12,5308.6,2.37,2.68,23.07,18.68
1114,ITC,345.6,428515.62,3.33,4681.85,24.4,17107.99,24.36,33.64,69261.13,33.98,17261.95,4619.77,6.53,20.48,18.8,24.82
1115,Bajaj Finance,7192.75,435470.11,0.28,2780.65,87.76,9968.4,28.93,10.27,36408.47,67.36,9921.7,2780.65,9.06,3.67,25.34,43.89
1116,Bharti Airtel,797.45,459429.49,0.38,2468.8,476.71,32804.6,22.16,11.97,122497.9,49.86,4934.22,1606.9,7.05,2.04,39.76,93.11
1117,St Bk of India,560.85,500536.85,1.27,7796.23,-0.74,76780.86,11.34,4.44,297793.6,35.78,40513.05,7325.11,1.64,0.73,10.05,12.35
1118,Hind. Unilever,2653.9,623558.03,1.28,2670,23.24,15144,16.08,24.35,56974,23.85,9688.61,2688.72,12.57,12.82,60.46,64.36
1119,Infosys,1500.5,631384.65,2.07,6026,11.07,36538,23.43,37.09,135151,24.41,22876,6021,7.89,19.64,25.28,27.6
1120,ICICI Bank,907.15,632264.39,0.55,8361.21,31.44,28850.49,22.88,5.59,104322.8,20.71,29647.01,8006.99,3.47,1.6,16.15,21.33
1121,HDFC Bank,1438.6,801294.31,1.08,11162.59,22.31,40929.79,22.1,5.83,148365.81,59.29,41738.79,11125.21,3.23,1.94,16.15,19.2
1122,TCS,3137.4,1147990.78,1.37,10465,8.39,55309,18.01,54.87,207543,26.6,39604,10431,11.78,28.37,25.28,28.99
1123,Reliance Industr,2471.6,1672128.81,0.32,15512,-0.18,230055,37.26,9.42,841761,15.46,64277.73,13656,2.12,4.66,11.11,26.01
